ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,Event_Type
32886,ENSMUSG00000028894.18,Inpp5b,chr4,+,124786517,124786629,124785172,124785360,124787471,124787581,32886,"85,112,80","13,17,9","88,101,102","6,2,6",211,99,0.000323224,0.046572504,"0.754,0.756,0.807","0.873,0.96,0.889",-0.135,SE
32953,ENSMUSG00000079427.10,Mthfsl,chr9,-,88715487,88715749,88703982,88704136,88719488,88719587,32953,"3,9,3","0,2,4","1,5,5","0,0,0",361,99,2.03E-05,0.007452783,"1.0,0.552,0.171","1.0,1.0,1.0",-0.426,SE
32976,ENSMUSG00000024500.18,Ppp2r2b,chr18,-,42927542,42927649,42741095,42741193,42931100,42931131,32976,"7,1,5","0,1,0","0,1,2","1,1,2",206,99,1.44E-05,0.005582113,"1.0,0.325,1.0","0.0,0.325,0.325",0.558,SE
33245,ENSMUSG00000097881.7,Celrr,chr1,+,121099038,121099087,121087404,121087556,121113757,121113861,33245,"2,4,5","0,0,0","5,7,4","2,0,4",148,99,0.000340168,0.047743256,"1.0,1.0,1.0","0.626,1.0,0.401",0.324,SE
33524,ENSMUSG00000040363.15,Bcor,chrX,-,12136400,12137200,12134323,12134869,12160288,12160346,33524,"15,22,14","0,4,2","23,18,20","0,0,0",899,99,2.20E-05,0.007871093,"1.0,0.377,0.435","1.0,1.0,1.0",-0.396,SE
33568,ENSMUSG00000033703.9,Fuk,chr8,-,110893288,110893460,110892056,110892169,110893638,110893758,33568,"40,44,39","3,4,2","43,45,52","1,0,0",271,99,0.000104106,0.021676448,"0.83,0.801,0.877","0.94,1.0,1.0",-0.144,SE
33573,ENSMUSG00000021133.9,Susd6,chr12,+,80851213,80851276,80828025,80828243,80868426,80868624,33573,"3,3,1","56,47,49","4,9,14","44,59,55",162,99,0.000283099,0.04291213,"0.032,0.038,0.012","0.053,0.085,0.135",-0.064,SE
33598,ENSMUSG00000040706.4,Agmat,chr4,+,141754824,141754873,141749574,141749777,141755798,141755994,33598,"2,3,1","0,0,0","2,2,20","2,0,7",148,99,5.81E-05,0.01449598,"1.0,1.0,1.0","0.401,1.0,0.656",0.314,SE
33761,ENSMUSG00000024104.11,Washc2,chr6,+,116256226,116256289,116254089,116255168,116256615,116256828,33761,"226,189,259","4,11,7","181,202,219","24,26,24",162,99,1.98E-08,5.35E-05,"0.972,0.913,0.958","0.822,0.826,0.848",0.116,SE
33804,ENSMUSG00000053714.8,4732471J01Rik,chr7,+,25377982,25378105,25376822,25376870,25385462,25385736,33804,"6,4,1","0,1,0","2,2,3","1,1,2",222,99,2.63E-05,0.008903736,"1.0,0.641,1.0","0.471,0.471,0.401",0.433,SE
33807,ENSMUSG00000053714.8,4732471J01Rik,chr7,+,25378385,25378455,25377982,25378105,25383598,25383737,33807,"3,1,1","0,0,0","1,0,0","0,3,1",169,99,1.05E-06,0.001051805,"1.0,1.0,1.0","1.0,0.0,0.0",0.667,SE
34780,ENSMUSG00000075289.4,Carns1,chr19,-,4175004,4175031,4172958,4173220,4175393,4175479,34780,"11,17,14","0,1,0","13,33,12","3,2,4",126,99,0.000179657,0.031455874,"1.0,0.93,1.0","0.773,0.928,0.702",0.176,SE
35158,ENSMUSG00000055541.17,Lair1,chr7,-,4028706,4029036,4010729,4010846,4055917,4055953,35158,"7,13,22","0,0,1","17,34,23","2,1,4",429,99,3.63E-05,0.010910187,"1.0,1.0,0.835","0.662,0.887,0.57",0.239,SE
35217,ENSMUSG00000042557.14,Sin3a,chr9,+,57081094,57081202,57076375,57076630,57086580,57086801,35217,"23,13,20","1,3,1","13,19,12","8,10,4",207,99,0.00022299,0.036571359,"0.917,0.675,0.905","0.437,0.476,0.589",0.332,SE
35292,ENSMUSG00000041617.10,Ccdc74a,chr16,+,17648794,17648960,17648066,17648126,17649994,17650074,35292,"35,33,51","0,1,0","40,46,52","1,8,5",265,99,6.57E-06,0.003338883,"1.0,0.925,1.0","0.937,0.682,0.795",0.17,SE
35295,ENSMUSG00000041617.10,Ccdc74a,chr16,+,17649994,17650074,17648066,17648126,17650366,17650737,35295,"0,1,0","4,7,3","1,8,4","2,3,9",179,99,1.42E-05,0.005561993,"0.0,0.073,0.0","0.217,0.596,0.197",-0.312,SE
35875,ENSMUSG00000041471.9,Fam35a,chr14,-,34259624,34259732,34249176,34249371,34267500,34268952,35875,"30,33,47","1,0,0","33,33,26","3,2,4",207,99,0.000100521,0.021162559,"0.935,1.0,1.0","0.84,0.888,0.757",0.15,SE
35877,ENSMUSG00000041471.9,Fam35a,chr14,-,34269470,34269536,34267500,34268952,34273486,34273576,35877,"0,1,1","5,3,2","5,8,18","3,3,0",165,99,1.66E-07,0.000242304,"0.0,0.167,0.231","0.5,0.615,1.0",-0.572,SE
35878,ENSMUSG00000041471.9,Fam35a,chr14,-,34269470,34269536,34267500,34268952,34309039,34309094,35878,"0,0,1","10,9,18","10,10,16","5,3,1",165,99,1.55E-15,1.18E-11,"0.0,0.0,0.032","0.545,0.667,0.906",-0.695,SE
36101,ENSMUSG00000027793.6,Ccna1,chr3,-,55045966,55046100,55045474,55045708,55047208,55047322,36101,"6,1,5","0,0,2","4,4,0","7,4,3",233,99,3.31E-05,0.01047206,"1.0,1.0,0.515","0.195,0.298,0.0",0.674,SE
36458,ENSMUSG00000055923.16,Aasdh,chr5,-,76904208,76904380,76901917,76902185,76904958,76905012,36458,"36,35,22","0,4,4","29,28,22","0,0,0",271,99,4.91E-05,0.013010794,"1.0,0.762,0.668","1.0,1.0,1.0",-0.19,SE
36460,ENSMUSG00000055923.16,Aasdh,chr5,-,76904257,76904380,76902094,76902185,76904958,76905012,36460,"5,9,6","0,4,4","10,8,6","0,0,0",222,99,2.50E-06,0.001895158,"1.0,0.501,0.401","1.0,1.0,1.0",-0.366,SE
36664,ENSMUSG00000028455.15,Stoml2,chr4,-,43030435,43030535,43030239,43030298,43030970,43031108,36664,"211,234,248","64,81,60","269,316,240","43,65,35",199,99,0.000219132,0.036262084,"0.621,0.59,0.673","0.757,0.707,0.773",-0.118,SE
36705,ENSMUSG00000047361.16,Gm973,chr1,+,59551133,59551296,59549911,59550039,59556155,59556324,36705,"8,8,7","0,0,1","5,3,2","2,2,1",262,99,2.20E-05,0.007871093,"1.0,1.0,0.726","0.486,0.362,0.43",0.483,SE
36782,ENSMUSG00000069601.14,Ank3,chr10,+,69904447,69904510,69904197,69904270,69927694,69927818,36782,"40,50,42","344,308,324","51,104,80","276,351,281",162,99,6.30E-06,0.003338883,"0.066,0.09,0.073","0.101,0.153,0.148",-0.058,SE
37028,ENSMUSG00000032478.14,Nme6,chr9,+,109841475,109841515,109839607,109839710,109841926,109842038,37028,"8,15,14","2,4,3","14,15,7","0,1,0",139,99,4.66E-05,0.012515224,"0.74,0.728,0.769","1.0,0.914,1.0",-0.226,SE
37144,ENSMUSG00000037270.18,4932438A13Rik,chr3,+,37022969,37023032,37022383,37022474,37026089,37026343,37144,"3,3,1","104,99,114","8,8,12","58,78,78",162,99,1.21E-06,0.001180571,"0.017,0.018,0.005","0.078,0.059,0.086",-0.061,SE
37223,ENSMUSG00000001419.17,Mef2d,chr3,+,88161780,88161801,88161190,88161381,88162957,88163087,37223,"92,93,115","4,0,0","88,109,100","5,9,12",120,99,1.95E-06,0.001574316,"0.95,1.0,1.0","0.936,0.909,0.873",0.077,SE
37477,ENSMUSG00000024381.15,Bin1,chr18,+,32414944,32415037,32414182,32414290,32419842,32419928,37477,"668,714,689","117,144,102","682,750,758","147,247,216",192,99,0.000107405,0.022120142,"0.746,0.719,0.777","0.705,0.61,0.644",0.094,SE
37944,ENSMUSG00000005981.11,Trap1,chr16,-,4056329,4056439,4054753,4054909,4062329,4062401,37944,"1,2,0","2,2,4","4,2,1","1,1,0",209,99,5.41E-05,0.013784315,"0.191,0.321,0.0","0.655,0.486,1.0",-0.543,SE
38303,ENSMUSG00000071291.10,Zfp58,chr13,-,67496184,67496211,67494602,67494729,67500410,67500503,38303,"3,2,5","0,3,0","0,6,0","8,1,3",126,99,0.000313356,0.046025685,"1.0,0.344,1.0","0.0,0.825,0.0",0.506,SE
38575,ENSMUSG00000026442.14,Nfasc,chr1,-,132607002,132607047,132605483,132605585,132608382,132608507,38575,"111,119,142","52,52,54","111,148,143","140,172,120",144,99,6.95E-10,2.63E-06,"0.595,0.611,0.644","0.353,0.372,0.45",0.225,SE
38579,ENSMUSG00000026442.14,Nfasc,chr1,-,132637863,132637881,132636985,132637091,132642677,132642858,38579,"92,99,122","50,47,46","102,160,114","94,151,127",117,99,2.18E-07,0.000303696,"0.609,0.641,0.692","0.479,0.473,0.432",0.186,SE
38707,ENSMUSG00000107476.2,Zfp862-ps,chr6,+,48528350,48530440,48527444,48527549,48532034,48534832,38707,"23,12,11","1,2,1","18,22,25","0,0,0",2189,99,8.73E-05,0.019694468,"0.51,0.213,0.332","1.0,1.0,1.0",-0.648,SE
38730,ENSMUSG00000026017.13,Carf,chr1,+,60108082,60108200,60105343,60105427,60109326,60109449,38730,"62,53,62","1,3,0","47,52,42","7,5,5",217,99,9.31E-05,0.020263463,"0.966,0.89,1.0","0.754,0.826,0.793",0.161,SE
38981,ENSMUSG00000039298.16,Cdk5rap2,chr4,-,70246947,70246974,70245380,70245497,70250352,70250472,38981,"3,1,5","11,7,1","1,0,0","8,12,6",126,99,0.000170799,0.030592832,"0.176,0.101,0.797","0.089,0.0,0.0",0.328,SE
39166,ENSMUSG00000002885.14,Adgre5,chr8,-,83731902,83732037,83730110,83730257,83733413,83733566,39166,"13,10,17","0,0,1","12,29,30","1,7,3",234,99,5.05E-05,0.013282048,"1.0,1.0,0.878","0.835,0.637,0.809",0.199,SE
39171,ENSMUSG00000032940.16,Rbm11,chr16,+,75598169,75598242,75596513,75596676,75598774,75598871,39171,"20,22,17","0,0,0","24,19,23","0,8,2",172,99,3.09E-05,0.009964809,"1.0,1.0,1.0","1.0,0.578,0.869",0.184,SE
39800,ENSMUSG00000015002.18,Efr3a,chr15,+,65824613,65824735,65819719,65819870,65829726,65829876,39800,"464,549,443","40,39,38","568,635,611","21,27,28",221,99,0.000109005,0.022186429,"0.839,0.863,0.839","0.924,0.913,0.907",-0.068,SE
39964,ENSMUSG00000054226.13,Tprkb,chr6,+,85914471,85914528,85911906,85911980,85921422,85921511,39964,"6,13,10","0,3,4","8,15,7","0,0,0",156,99,8.62E-05,0.019610328,"1.0,0.733,0.613","1.0,1.0,1.0",-0.218,SE
39967,ENSMUSG00000054226.13,Tprkb,chr6,+,85919916,85920024,85911906,85911980,85921422,85921511,39967,"14,17,20","0,3,4","18,20,11","0,0,0",207,99,0.000170424,0.030592832,"1.0,0.73,0.705","1.0,1.0,1.0",-0.188,SE
40165,ENSMUSG00000038766.16,Gabpb2,chr3,-,95208839,95208936,95206462,95206602,95217588,95217709,40165,"8,11,12","2,4,4","10,13,4","1,0,1",196,99,0.000330365,0.046574695,"0.669,0.581,0.602","0.835,1.0,0.669",-0.217,SE
40166,ENSMUSG00000038766.16,Gabpb2,chr3,-,95216213,95216268,95206462,95206602,95217588,95217694,40166,"5,6,6","2,4,4","5,3,6","1,0,1",154,99,0.000346059,0.048033334,"0.616,0.491,0.491","0.763,1.0,0.794",-0.32,SE
40234,ENSMUSG00000026028.12,Trak2,chr1,-,58906705,58906811,58900448,58904182,58908522,58908789,40234,"487,444,495","22,22,15","572,657,645","40,67,48",205,99,4.13E-05,0.011637771,"0.914,0.907,0.941","0.874,0.826,0.866",0.065,SE
40236,ENSMUSG00000026028.12,Trak2,chr1,-,58935745,58935940,58926650,58926727,58946246,58946337,40236,"554,642,544","7,3,8","548,734,719","16,29,19",294,99,5.24E-06,0.00330763,"0.964,0.986,0.958","0.92,0.895,0.927",0.055,SE
40880,ENSMUSG00000002031.12,Ift46,chr9,+,44776359,44776437,44774182,44774231,44778561,44778638,40880,"3,1,4","1,0,0","0,5,0","3,0,5",177,99,1.67E-06,0.001409295,"0.627,1.0,1.0","0.0,1.0,0.0",0.542,SE
41324,ENSMUSG00000036009.16,Mettl25,chr10,-,105833104,105833280,105832850,105833015,105841075,105841380,41324,"0,0,3","3,4,2","4,4,4","2,1,0",275,99,0.000109483,0.022186429,"0.0,0.0,0.351","0.419,0.59,1.0",-0.553,SE
41336,ENSMUSG00000044250.8,Pced1b,chr15,+,97373955,97374149,97361199,97361335,97384024,97385680,41336,"2,0,4","3,2,1","2,3,3","0,0,1",293,99,1.11E-05,0.004568545,"0.184,0.0,0.575","1.0,1.0,0.503",-0.581,SE
41388,ENSMUSG00000029086.15,Prom1,chr5,-,44044316,44044406,44037423,44037641,44045519,44045573,41388,"51,47,154","7,11,0","149,191,163","0,0,0",189,99,2.32E-08,5.87E-05,"0.792,0.691,1.0","1.0,1.0,1.0",-0.172,SE
41518,ENSMUSG00000040936.15,Ulk4,chr9,-,121246882,121246911,121244365,121244444,121248924,121248971,41518,"6,4,8","2,2,2","1,1,0","4,2,1",128,99,9.32E-06,0.004130784,"0.699,0.607,0.756","0.162,0.279,0.0",0.54,SE
41859,ENSMUSG00000059939.13,9430015G10Rik,chr4,+,156116715,156116848,156113888,156114001,156117009,156117103,41859,"0,5,1","46,20,47","12,3,8","8,42,13",232,99,1.67E-05,0.006277375,"0.0,0.096,0.009","0.39,0.03,0.208",-0.174,SE
42767,ENSMUSG00000037300.18,Ttc13,chr8,-,124697993,124698086,124695635,124695752,124699655,124699721,42767,"23,29,27","0,0,0","33,28,27","5,0,3",192,99,0.000197569,0.033724619,"1.0,1.0,1.0","0.773,1.0,0.823",0.135,SE
42803,ENSMUSG00000087479.1,Gm16835,chr14,+,119106145,119106314,119101031,119101164,119109618,119110392,42803,"3,5,11","2,3,1","1,4,7","0,0,1",268,99,1.14E-05,0.004655107,"0.357,0.381,0.803","1.0,1.0,0.721",-0.393,SE
42806,ENSMUSG00000028062.15,Lamtor2,chr3,-,88552354,88552517,88550695,88550785,88552795,88553024,42806,"309,295,295","1,0,1","359,367,311","8,4,6",262,99,0.000351557,0.048444547,"0.992,1.0,0.991","0.944,0.972,0.951",0.039,SE
42829,ENSMUSG00000020940.13,1700023F06Rik,chr11,-,103200062,103200183,103199646,103199822,103200267,103200339,42829,"1,0,0","0,1,1","2,3,2","0,2,0",220,99,0.000174772,0.030948516,"1.0,0.0,0.0","1.0,0.403,1.0",-0.468,SE
43332,ENSMUSG00000059474.13,Mbtd1,chr11,+,93891338,93891388,93886105,93886121,93905158,93905343,43332,"6,4,3","2,0,0","4,3,1","1,4,1",149,99,0.000125181,0.024326885,"0.666,1.0,1.0","0.727,0.333,0.399",0.402,SE
43737,ENSMUSG00000028364.15,Tnc,chr4,-,63984459,63984732,63982650,63982923,63993026,63993299,43737,"1,3,3","3,4,0","8,1,2","0,0,0",372,99,1.41E-07,0.000222331,"0.081,0.166,1.0","1.0,1.0,1.0",-0.584,SE
43749,ENSMUSG00000010608.15,Rbm25,chr12,+,83651645,83651750,83651286,83651444,83659422,83659608,43749,"35,41,50","224,212,259","14,17,35","214,249,223",204,99,0.000277116,0.042472684,"0.07,0.086,0.086","0.031,0.032,0.071",0.036,SE
43920,ENSMUSG00000022150.16,Dab2,chr15,+,6429295,6429949,6424634,6424697,6430953,6431107,43920,"5,5,9","1,0,0","10,13,10","3,2,1",753,99,0.000129988,0.02513215,"0.397,1.0,1.0","0.305,0.461,0.568",0.354,SE
44181,ENSMUSG00000048978.14,Nrsn1,chr13,-,25268021,25268090,25262199,25262399,25269841,25270082,44181,"661,303,374","0,53,57","575,758,381","0,0,47",168,99,0.000164427,0.029914728,"1.0,0.771,0.795","1.0,1.0,0.827",-0.087,SE
44295,ENSMUSG00000054708.17,Ankrd24,chr10,+,81641975,81642048,81640891,81640990,81642300,81642419,44295,"43,57,45","8,6,2","33,49,36","0,2,0",172,99,3.32E-05,0.01047206,"0.756,0.845,0.928","1.0,0.934,1.0",-0.135,SE
44649,ENSMUSG00000036529.17,Sbf1,chr15,-,89295951,89296029,89295394,89295576,89299482,89299620,44649,"87,72,89","117,123,136","115,179,182","107,118,138",177,99,5.43E-07,0.000627309,"0.294,0.247,0.268","0.375,0.459,0.425",-0.15,SE
44670,ENSMUSG00000045036.14,Tmem232,chr17,-,65430778,65431031,65402827,65403006,65436262,65436386,44670,"17,10,18","1,0,0","18,22,26","2,3,2",352,99,0.00025666,0.039698491,"0.827,1.0,1.0","0.717,0.673,0.785",0.217,SE
45152,ENSMUSG00000027457.15,Snph,chr2,-,151601597,151601631,151600995,151601074,151602380,151602408,45152,"2,5,6","0,0,1","3,5,0","2,2,2",133,99,9.69E-06,0.004174531,"1.0,1.0,0.817","0.528,0.65,0.0",0.546,SE
45369,ENSMUSG00000027332.11,Ivd,chr2,+,118877660,118877765,118876432,118876969,118877874,118877900,45369,"173,163,106","0,0,21","36,148,77","42,25,16",204,99,6.58E-06,0.003338883,"1.0,1.0,0.71","0.294,0.742,0.7",0.325,SE
45395,ENSMUSG00000020319.9,Wdpcp,chr11,+,21648069,21648123,21572234,21572370,21652225,21652310,45395,"8,5,1","10,19,12","1,0,2","25,21,17",153,99,0.000121182,0.023793653,"0.341,0.146,0.051","0.025,0.0,0.071",0.147,SE
45428,ENSMUSG00000028412.17,Slc44a1,chr4,+,53536322,53536492,53528654,53528748,53538389,53538479,45428,"357,376,355","17,20,16","460,668,546","15,9,11",269,99,0.000277958,0.042472684,"0.885,0.874,0.891","0.919,0.965,0.948",-0.061,SE
231,ENSMUSG00000000202.9,Btbd17,chr11,-,114791216,114794126,114791216,114792522,114793849,114794126,231,"17,22,30","38,32,24","24,12,15","85,74,57",1426,99,1.84E-06,0.000538923,"0.03,0.046,0.08","0.019,0.011,0.018",0.036,RI
429,ENSMUSG00000069835.10,Sat2,chr11,+,69622051,69622332,69622051,69622115,69622255,69622332,429,"10,6,2","0,1,0","1,6,6","3,1,2",239,99,3.82E-06,0.00089611,"1.0,0.713,1.0","0.121,0.713,0.554",0.442,RI
518,ENSMUSG00000020949.9,Fkbp3,chr12,-,65063677,65069109,65063677,65063775,65069001,65069109,518,"94,109,82","0,1,0","66,76,88","2,2,4",5325,99,2.11E-06,0.000550708,"1.0,0.67,1.0","0.38,0.414,0.29",0.529,RI
654,ENSMUSG00000021115.15,Vrk1,chr12,+,106070524,106071641,106070524,106070615,106071569,106071641,654,"2,1,2","0,0,0","2,1,3","0,1,2",1053,99,6.06E-05,0.008371609,"1.0,1.0,1.0","1.0,0.086,0.124",0.597,RI
695,ENSMUSG00000001248.15,Gramd1a,chr7,-,31134413,31135739,31134413,31134517,31135707,31135739,695,"84,77,91","0,0,0","89,113,86","3,5,3",1289,99,1.00E-07,5.88E-05,"1.0,1.0,1.0","0.695,0.634,0.688",0.328,RI
913,ENSMUSG00000013236.17,Ptprs,chr17,-,56428851,56429157,56428851,56428966,56429098,56429157,913,"7,9,8","7,3,5","15,19,9","1,0,2",231,99,3.15E-05,0.005691888,"0.3,0.563,0.407","0.865,1.0,0.659",-0.418,RI
968,ENSMUSG00000036570.14,Fxyd1,chr7,-,31051679,31052177,31051679,31051815,31052127,31052177,968,"33,25,30","2,2,2","38,12,21","0,0,0",411,99,0.000252817,0.025681314,"0.799,0.751,0.783","1.0,1.0,1.0",-0.222,RI
982,ENSMUSG00000042289.11,Hsd3b7,chr7,+,127802235,127803802,127802235,127802398,127802785,127803802,982,"15,22,19","11,8,8","8,15,6","15,17,24",486,99,4.18E-05,0.0065394,"0.217,0.359,0.326","0.098,0.152,0.048",0.201,RI
994,ENSMUSG00000025498.15,Irf7,chr7,-,141264492,141264783,141264492,141264559,141264724,141264783,994,"2,4,3","0,0,1","2,2,8","1,2,5",264,99,2.76E-05,0.005408659,"1.0,1.0,0.529","0.429,0.273,0.375",0.484,RI
1021,ENSMUSG00000029716.13,Tfr2,chr5,+,137583404,137584066,137583404,137583632,137583925,137584066,1021,"6,2,2","6,3,4","0,0,0","4,6,1",392,99,0.00010589,0.012431544,"0.202,0.144,0.112","0.0,0.0,0.0",0.153,RI
1194,ENSMUSG00000023153.9,Tmem52,chr4,+,155469302,155469503,155469302,155469346,155469461,155469503,1194,"2,6,3","0,0,1","0,0,1","1,3,0",214,99,5.20E-07,0.000203578,"1.0,1.0,0.581","0.0,0.0,1.0",0.527,RI
1309,ENSMUSG00000086370.8,Ftx,chrX,-,103569567,103572561,103569567,103570875,103572499,103572561,1309,"12,10,10","1,10,8","2,1,3","5,8,8",1723,99,0.000262501,0.025681314,"0.408,0.054,0.067","0.022,0.007,0.021",0.16,RI
1390,ENSMUSG00000023191.9,P3h3,chr6,-,124850917,124851131,124850917,124850983,124851078,124851131,1390,"8,5,4","3,2,3","1,3,5","0,1,0",194,99,7.06E-05,0.00921269,"0.576,0.561,0.405","1.0,0.605,1.0",-0.354,RI
1728,ENSMUSG00000021134.17,Srsf5,chr12,+,80947795,80949168,80947795,80947865,80949094,80949168,1728,"231,287,258","320,321,307","193,171,206","395,322,317",1328,99,0.00031217,0.028191322,"0.051,0.062,0.059","0.035,0.038,0.046",0.018,RI
1750,ENSMUSG00000029625.16,Cpsf4,chr5,+,145177229,145178928,145177229,145177302,145178757,145178928,1750,"17,17,25","13,21,19","5,3,12","20,12,23",1554,99,0.000205461,0.022972539,"0.077,0.049,0.077","0.016,0.016,0.032",0.046,RI
1752,ENSMUSG00000029625.16,Cpsf4,chr5,+,145177229,145178928,145177229,145177302,145178832,145178928,1752,"18,21,26","3,9,13","7,5,12","13,13,12",1629,99,5.77E-05,0.008371609,"0.267,0.124,0.108","0.032,0.023,0.057",0.129,RI
1790,ENSMUSG00000035842.10,Ddx11,chr17,+,66149030,66149313,66149030,66149099,66149212,66149313,1790,"3,2,2","1,0,0","0,0,1","1,3,2",212,99,3.37E-10,2.64E-07,"0.583,1.0,1.0","0.0,0.0,0.189",0.798,RI
1889,ENSMUSG00000004071.12,Cdip1,chr16,-,4768744,4769795,4768744,4768967,4769639,4769795,1889,"21,17,24","1,0,1","17,25,23","3,5,8",771,99,9.49E-06,0.002026536,"0.729,1.0,0.755","0.421,0.391,0.27",0.467,RI
2290,ENSMUSG00000038828.13,Tmem214,chr5,+,30872686,30872904,30872686,30872768,30872860,30872904,2290,"3,3,2","1,0,0","3,6,5","2,2,3",191,99,7.98E-05,0.009864856,"0.609,1.0,1.0","0.437,0.609,0.463",0.367,RI
2347,ENSMUSG00000016346.17,Kcnq2,chr2,-,181113062,181114729,181113062,181113238,181114638,181114729,2347,"2,2,0","1,3,1","2,4,4","0,0,0",1499,99,2.73E-14,6.41E-11,"0.117,0.042,0.0","1.0,1.0,1.0",-0.947,RI
2558,ENSMUSG00000035245.12,Eogt,chr6,-,97147876,97148258,97147876,97148008,97148190,97148258,2558,"10,12,14","0,0,0","3,13,7","7,6,3",281,99,3.33E-12,3.91E-09,"1.0,1.0,1.0","0.131,0.433,0.451",0.662,RI
2689,ENSMUSG00000008855.17,Hdac5,chr11,-,102196538,102197436,102196538,102196672,102197338,102197436,2689,"1,4,1","0,0,1","3,5,1","1,0,2",765,99,0.000251233,0.025681314,"1.0,1.0,0.115","0.28,1.0,0.061",0.258,RI
2864,ENSMUSG00000038276.12,Asic3,chr5,+,24417494,24417834,24417494,24417553,24417667,24417834,2864,"5,11,7","0,3,3","3,13,7","0,1,0",213,99,0.000485937,0.038032655,"1.0,0.63,0.52","1.0,0.858,1.0",-0.236,RI
2994,ENSMUSG00000036466.17,Megf11,chr9,+,64705726,64709205,64705726,64705933,64706526,64709205,2994,"59,54,77","0,0,0","65,64,76","1,3,6",692,99,9.92E-07,0.000332608,"1.0,1.0,1.0","0.903,0.753,0.644",0.233,RI
3026,ENSMUSG00000005682.9,Pan2,chr10,+,128318162,128319038,128318162,128318342,128318944,128319038,3026,"3,8,8","22,14,19","2,0,2","30,25,14",701,99,0.000425953,0.035719219,"0.019,0.075,0.056","0.009,0.0,0.02",0.04,RI
3046,ENSMUSG00000024160.16,Spsb3,chr17,+,24890567,24890935,24890567,24890755,24890832,24890935,3046,"41,47,29","108,126,139","84,61,80","108,143,95",176,99,3.73E-05,0.006252912,"0.176,0.173,0.105","0.304,0.194,0.321",-0.122,RI
3047,ENSMUSG00000024160.16,Spsb3,chr17,+,24890832,24891136,24890832,24890935,24891010,24891136,3047,"50,49,36","120,125,119","114,80,111","102,132,101",174,99,3.90E-07,0.00018331,"0.192,0.182,0.147","0.389,0.256,0.385",-0.17,RI
3248,ENSMUSG00000022216.17,Psme1,chr14,+,55580594,55580811,55580594,55580663,55580743,55580811,3248,"4,6,11","75,70,104","8,13,17","58,51,49",179,99,0.000307938,0.028191322,"0.029,0.045,0.055","0.071,0.124,0.161",-0.076,RI
3250,ENSMUSG00000032892.14,Rangrf,chr11,-,68972483,68973028,68972483,68972741,68972942,68973028,3250,"13,7,16","41,49,41","8,8,3","59,80,60",300,99,0.000461193,0.03734075,"0.095,0.045,0.114","0.043,0.032,0.016",0.054,RI
3470,ENSMUSG00000002108.10,Nr1h3,chr2,-,91190184,91190947,91190184,91190284,91190738,91190947,3470,"2,4,3","1,0,3","2,3,4","0,0,0",553,99,0.000340126,0.029578405,"0.264,1.0,0.152","1.0,1.0,1.0",-0.528,RI
4,ENSMUSG00000039936.18,Pik3cd,chr4,-,149654022,149654138,149654022,149654135,149654224,149654403,4,"2,5,3","16,32,19","1,0,0","23,22,10",102,99,0.000300616,0.041585184,"0.108,0.132,0.133","0.04,0.0,0.0",0.111,A3SS
18,ENSMUSG00000086236.9,5830418P13Rik,chr9,+,103428373,103428506,103428397,103428506,103427688,103427787,18,"0,0,0","4,4,1","2,1,0","0,0,1",123,99,0.00013945,0.026534468,"0.0,0.0,0.0","1.0,1.0,0.0",-0.667,A3SS
62,ENSMUSG00000002266.17,Zim1,chr7,-,6688623,6688811,6688623,6688689,6689487,6689564,62,"2,2,3","0,0,0","1,0,1","2,1,0",221,99,0.000103978,0.026534468,"1.0,1.0,1.0","0.183,0.0,1.0",0.606,A3SS
300,ENSMUSG00000026074.14,Map4k4,chr1,+,40003756,40003987,40003762,40003987,40000530,40000749,300,"20,23,22","0,1,0","45,41,43","2,6,6",105,99,0.00014414,0.026534468,"1.0,0.956,1.0","0.955,0.866,0.871",0.088,A3SS
483,ENSMUSG00000115529.1,CT009510.2,chr14,-,84472212,84472704,84472212,84472340,84476008,84476039,483,"15,14,26","0,0,0","19,6,15","1,5,1",463,99,3.34E-06,0.003116153,"1.0,1.0,1.0","0.802,0.204,0.762",0.411,A3SS
675,ENSMUSG00000001901.15,Kcnh6,chr11,+,106025687,106025878,106025793,106025878,106023724,106023918,675,"1,1,1","2,1,7","1,2,2","0,2,0",205,99,0.000262141,0.038869151,"0.194,0.326,0.065","1.0,0.326,1.0",-0.58,A3SS
849,ENSMUSG00000064043.13,Trerf1,chr17,+,47317767,47317921,47317770,47317921,47316613,47316660,849,"10,5,9","2,0,2","10,3,0","10,4,2",102,99,0.000359216,0.046264564,"0.829,1.0,0.814","0.493,0.421,0.0",0.576,A3SS
1066,ENSMUSG00000041757.16,Plekha6,chr1,+,133269999,133270202,133270059,133270202,133269455,133269578,1066,"6,5,2","5,4,4","3,7,6","0,2,0",159,99,1.99E-05,0.008238517,"0.428,0.438,0.237","1.0,0.685,1.0",-0.527,A3SS
1421,ENSMUSG00000020389.19,Cdkl3,chr11,+,52084370,52084490,52084373,52084490,52040560,52040620,1421,"1,1,0","2,0,2","1,3,1","0,1,0",102,99,0.000104747,0.026534468,"0.327,1.0,0.0","1.0,0.744,1.0",-0.472,A3SS
